Game Turn, Player, Score, CATEGORY_CIVICS, CATEGORY_EMPIRE, CATEGORY_GREAT_PEOPLE, CATEGORY_RELIGION, CATEGORY_TECH, CATEGORY_WONDER, CATEGORY_TRADE, CATEGORY_PILLAGE, CATEGORY_INCOME, CATEGORY_SCENARIO1, CATEGORY_SCENARIO2, CATEGORY_SCENARIO3
281, 6, 141, 46, 19, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
281, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
281, 8, 140, 42, 22, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
281, 9, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
281, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
281, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
281, 13, 132, 42, 22, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
281, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
281, 63, 122, 46, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
282, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
282, 1, 282, 60, 102, 27, 8, 80, 5, 0, 0, 0, 0, 0, 0
282, 2, 363, 40, 175, 27, 8, 98, 15, 0, 0, 0, 0, 0, 0
282, 3, 229, 42, 76, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
282, 4, 199, 46, 69, 15, 8, 56, 5, 0, 0, 0, 0, 0, 0
282, 5, 256, 44, 120, 9, 0, 78, 5, 0, 0, 0, 0, 0, 0
282, 6, 141, 46, 19, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
282, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
282, 8, 140, 42, 22, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
282, 9, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
282, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
282, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
282, 13, 134, 42, 22, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
282, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
282, 63, 122, 46, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
283, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
283, 1, 289, 62, 102, 30, 8, 82, 5, 0, 0, 0, 0, 0, 0
283, 2, 363, 40, 175, 27, 8, 98, 15, 0, 0, 0, 0, 0, 0
283, 3, 229, 42, 76, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
283, 4, 199, 46, 69, 15, 8, 56, 5, 0, 0, 0, 0, 0, 0
283, 5, 257, 44, 119, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
283, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
283, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
283, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
283, 9, 135, 46, 19, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
283, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
283, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
283, 13, 136, 42, 22, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0
283, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
283, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
284, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
284, 1, 289, 62, 102, 30, 8, 82, 5, 0, 0, 0, 0, 0, 0
284, 2, 363, 40, 175, 27, 8, 98, 15, 0, 0, 0, 0, 0, 0
284, 3, 230, 42, 77, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
284, 4, 199, 46, 69, 15, 8, 56, 5, 0, 0, 0, 0, 0, 0
284, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
284, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
284, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
284, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
284, 9, 137, 46, 19, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0
284, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
284, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
284, 13, 138, 42, 22, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
284, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
284, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
285, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
285, 1, 290, 62, 103, 30, 8, 82, 5, 0, 0, 0, 0, 0, 0
285, 2, 365, 40, 175, 27, 8, 100, 15, 0, 0, 0, 0, 0, 0
285, 3, 230, 42, 77, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
285, 4, 201, 46, 69, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
285, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
285, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
285, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
285, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
285, 9, 139, 46, 19, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
285, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
285, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
285, 13, 140, 42, 22, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
285, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
285, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
286, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
286, 1, 293, 62, 104, 30, 8, 84, 5, 0, 0, 0, 0, 0, 0
286, 2, 365, 40, 175, 27, 8, 100, 15, 0, 0, 0, 0, 0, 0
286, 3, 230, 42, 77, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
286, 4, 201, 46, 69, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
286, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
286, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
286, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
286, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
286, 9, 141, 46, 19, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
286, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
286, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
286, 13, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
286, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
286, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
287, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
287, 1, 293, 62, 104, 30, 8, 84, 5, 0, 0, 0, 0, 0, 0
287, 2, 365, 40, 175, 27, 8, 100, 15, 0, 0, 0, 0, 0, 0
287, 3, 230, 42, 77, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
287, 4, 201, 46, 69, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
287, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
287, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
287, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
287, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
287, 9, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
287, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
287, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
287, 13, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
287, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
287, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
288, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
288, 1, 293, 62, 104, 30, 8, 84, 5, 0, 0, 0, 0, 0, 0
288, 2, 366, 40, 176, 27, 8, 100, 15, 0, 0, 0, 0, 0, 0
288, 3, 230, 42, 77, 24, 8, 74, 5, 0, 0, 0, 0, 0, 0
288, 4, 209, 48, 75, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
288, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
288, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
288, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
288, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
288, 9, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
288, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
288, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
288, 13, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
288, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
288, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
289, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
289, 1, 293, 62, 104, 30, 8, 84, 5, 0, 0, 0, 0, 0, 0
289, 2, 366, 40, 176, 27, 8, 100, 15, 0, 0, 0, 0, 0, 0
289, 3, 232, 42, 77, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
289, 4, 209, 48, 75, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
289, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
289, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
289, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
289, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
289, 9, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
289, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
289, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
289, 13, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
289, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
289, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
290, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
290, 1, 293, 62, 104, 30, 8, 84, 5, 0, 0, 0, 0, 0, 0
290, 2, 371, 40, 176, 30, 8, 102, 15, 0, 0, 0, 0, 0, 0
290, 3, 232, 42, 77, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
290, 4, 209, 48, 75, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
290, 5, 258, 44, 120, 9, 0, 80, 5, 0, 0, 0, 0, 0, 0
290, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
290, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
290, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
290, 9, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
290, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
290, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
290, 13, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
290, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
290, 63, 124, 46, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
291, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
291, 1, 300, 62, 111, 30, 8, 84, 5, 0, 0, 0, 0, 0, 0
291, 2, 371, 40, 176, 30, 8, 102, 15, 0, 0, 0, 0, 0, 0
291, 3, 233, 42, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
291, 4, 209, 48, 75, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
291, 5, 260, 44, 120, 9, 0, 82, 5, 0, 0, 0, 0, 0, 0
291, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
291, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
291, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
291, 9, 145, 46, 19, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
291, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
291, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
291, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
291, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
291, 63, 126, 46, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
292, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
292, 1, 302, 62, 111, 30, 8, 86, 5, 0, 0, 0, 0, 0, 0
292, 2, 372, 40, 177, 30, 8, 102, 15, 0, 0, 0, 0, 0, 0
292, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
292, 4, 209, 48, 75, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
292, 5, 260, 44, 120, 9, 0, 82, 5, 0, 0, 0, 0, 0, 0
292, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
292, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
292, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
292, 9, 147, 46, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
292, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
292, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
292, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
292, 14, 133, 46, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
292, 63, 126, 46, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
293, 0, 176, 34, 70, 9, 0, 58, 5, 0, 0, 0, 0, 0, 0
293, 1, 305, 62, 111, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
293, 2, 373, 40, 178, 30, 8, 102, 15, 0, 0, 0, 0, 0, 0
293, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
293, 4, 209, 48, 75, 15, 8, 58, 5, 0, 0, 0, 0, 0, 0
293, 5, 260, 44, 120, 9, 0, 82, 5, 0, 0, 0, 0, 0, 0
293, 6, 143, 46, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
293, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
293, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
293, 9, 147, 46, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
293, 11, 129, 42, 19, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
293, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
293, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
293, 14, 134, 46, 20, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0
293, 63, 126, 46, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
294, 0, 178, 34, 70, 9, 0, 60, 5, 0, 0, 0, 0, 0, 0
294, 1, 305, 62, 111, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
294, 2, 376, 40, 178, 33, 8, 102, 15, 0, 0, 0, 0, 0, 0
294, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
294, 4, 214, 48, 75, 15, 8, 58, 10, 0, 0, 0, 0, 0, 0
294, 5, 262, 46, 120, 9, 0, 82, 5, 0, 0, 0, 0, 0, 0
294, 6, 145, 48, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
294, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
294, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
294, 9, 149, 48, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
294, 11, 131, 42, 19, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
294, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
294, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
294, 14, 138, 48, 20, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
294, 63, 130, 48, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
295, 0, 178, 34, 70, 9, 0, 60, 5, 0, 0, 0, 0, 0, 0
295, 1, 308, 62, 114, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
295, 2, 383, 40, 178, 33, 8, 104, 20, 0, 0, 0, 0, 0, 0
295, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
295, 4, 214, 48, 75, 15, 8, 58, 10, 0, 0, 0, 0, 0, 0
295, 5, 263, 46, 121, 9, 0, 82, 5, 0, 0, 0, 0, 0, 0
295, 6, 145, 48, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
295, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
295, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
295, 9, 149, 48, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
295, 11, 133, 42, 19, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0
295, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
295, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
295, 14, 142, 50, 20, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0
295, 63, 130, 48, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
296, 0, 184, 34, 76, 9, 0, 60, 5, 0, 0, 0, 0, 0, 0
296, 1, 308, 62, 114, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
296, 2, 383, 40, 178, 33, 8, 104, 20, 0, 0, 0, 0, 0, 0
296, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
296, 4, 214, 48, 75, 15, 8, 58, 10, 0, 0, 0, 0, 0, 0
296, 5, 266, 46, 121, 12, 0, 82, 5, 0, 0, 0, 0, 0, 0
296, 6, 145, 48, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
296, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
296, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
296, 9, 149, 48, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
296, 11, 135, 42, 19, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
296, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
296, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
296, 14, 144, 50, 20, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
296, 63, 130, 48, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
297, 0, 184, 34, 76, 9, 0, 60, 5, 0, 0, 0, 0, 0, 0
297, 1, 311, 64, 115, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
297, 2, 383, 40, 178, 33, 8, 104, 20, 0, 0, 0, 0, 0, 0
297, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
297, 4, 217, 48, 78, 15, 8, 58, 10, 0, 0, 0, 0, 0, 0
297, 5, 268, 46, 121, 12, 0, 84, 5, 0, 0, 0, 0, 0, 0
297, 6, 145, 48, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
297, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
297, 8, 142, 42, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
297, 9, 149, 48, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
297, 11, 137, 42, 19, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
297, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
297, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
297, 14, 146, 50, 20, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0
297, 63, 132, 48, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0
298, 0, 184, 34, 76, 9, 0, 60, 5, 0, 0, 0, 0, 0, 0
298, 1, 311, 64, 115, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
298, 2, 383, 40, 178, 33, 8, 104, 20, 0, 0, 0, 0, 0, 0
298, 3, 235, 44, 78, 24, 8, 76, 5, 0, 0, 0, 0, 0, 0
298, 4, 220, 48, 81, 15, 8, 58, 10, 0, 0, 0, 0, 0, 0
298, 5, 274, 46, 127, 12, 0, 84, 5, 0, 0, 0, 0, 0, 0
298, 6, 145, 48, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
298, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
298, 8, 144, 44, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
298, 9, 149, 48, 19, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0
298, 11, 139, 42, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
298, 12, 138, 48, 16, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0
298, 13, 144, 42, 22, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0
298, 14, 148, 50, 20, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
298, 63, 132, 48, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0
299, 0, 184, 34, 76, 9, 0, 60, 5, 0, 0, 0, 0, 0, 0
299, 1, 311, 64, 115, 33, 8, 86, 5, 0, 0, 0, 0, 0, 0
299, 2, 384, 40, 179, 33, 8, 104, 20, 0, 0, 0, 0, 0, 0
299, 3, 237, 44, 78, 24, 8, 78, 5, 0, 0, 0, 0, 0, 0
299, 4, 220, 48, 81, 15, 8, 58, 10, 0, 0, 0, 0, 0, 0
299, 5, 274, 46, 127, 12, 0, 84, 5, 0, 0, 0, 0, 0, 0
299, 6, 145, 48, 19, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
299, 7, 135, 48, 17, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0
299, 8, 146, 46, 22, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0
